reponse.csv,,
ID,Phrase,Audio
1255,"Le bonheur, s'il était possible, consisterait à jouir de tous les avantages de la mort : éternité, sécurité, invulnérabilité et cela tout en restant vivant et conscient d'être en vie.",1255.wav
1256,"Le bonheur n'est pas un objectif, c'est un sous-produit.",1256.wav
1257,"Si le bonheur existe, c'est une épreuve d'artiste.",1257.wav
1258,"Quand on ne croit plus au bonheur, on connaît rarement la détresse.",1258.wav
1259,"Le bonheur ne résiste pas indéfiniment à la cohabitation, aux tracasseries de la vie quotidienne.",1259.wav
1260,Pourquoi ne pas profiter immédiatement des plaisirs ? Combien d'instants de bonheur ont été gâchés par trop de préparation ?,1260.wav
1261,Le bonheur n'est peut-être qu'un malheur mieux supporté.,1261.wav
1262,"Le bonheur, c'est le plaisir qu’on n’attend pas.",1262.wav
1263,"Le bonheur ou le malheur, à partir du moment où l'on possède de quoi se nourrir, se couvrir, se loger, on les porte en soi.",1263.wav
1264,"Le bonheur est une chose qui se vit et se sent, et non qui se raisonne et se définit.",1264.wav
1265,"Il faut picorer tous les petits plaisirs jusqu'à ce que le grand bonheur arrive… Et s'il n'arrive pas, on aura au moins joui de tous les petits bonheurs.",1265.wav
1266,Le bonheur est comme le vent : impossible à saisir.,1266.wav
1267,L'ivresse n'est jamais qu'une substitution du bonheur. C'est l'acquisition du rêve d'une chose quand on n'a pas l'argent que réclame l'acquisition matérielle de la chose rêvée.,1267.wav
1268,"L'imagination dispose de tout ; elle fait la beauté, la justice et le bonheur, qui est le tout du monde.",1268.wav
1269,Ce ne sont pas les richesses qui font le bonheur mais l'usage qu'on en fait.,1269.wav
1270,"Je crois avoir compris une chose, une grande chose, c'est que le bonheur est dans l'idée et pas ailleurs.",1270.wav
1271,"Viser au bonheur, aspirer au bonheur, chercher le bonheur, c'est prendre pour cible un reflet dans la glace.",1271.wav
1272,Il y a quantité de gens heureux en cette vie mais le bonheur comme le bien ne fait pas de bruit et il est plus difficile de le découvrir.,1272.wav
1273,"Si tu veux goûter au bonheur de la vie, accepte l'inévitable.",1273.wav
1274,Le bonheur consiste sans doute à jongler efficacement avec les multiples réalités qui nous atteignent.,1274.wav
1275,Le bonheur c'est le plaisir sans remords.,1275.wav
1276,"Le bonheur ce n'est ni l'amour, ni la richesse, ni le pouvoir. Le bonheur, c'est la poursuite d'objectifs réalisables : un régime, qu'est-ce d'autre ?",1276.wav
1277,"Pourquoi chercher désespérément la clef du bonheur alors que, de toute façon, la serrure n'a jamais existé ?",1277.wav
1278,"Si tu persistes en tournant le dos à la réalité, le bonheur et le malheur glisseront sur ton cœur comme l'eau du torrent sur les galets. Or l’être humain a besoin du bonheur et du malheur pour marcher en équilibre.",1278.wav
1279,"Qu'il est laid le bonheur qu'on veut, Qu'il est beau le malheur qu'on a.",1279.wav
1280,L'entreprise ne peut pas faire grand-chose pour stimuler le bonheur et la créativité mais elle peut faire beaucoup pour les tuer.,1280.wav
1281,Le dernier degré du bonheur est l'absence de tout mal.,1281.wav
1282,La vie humaine n'a pas pour fin la recherche du bonheur.,1282.wav
1283,Pour atteindre le bonheur il faut l'inventer.,1283.wav
1284,"Le bonheur ne consiste pas à acquérir et à jouir mais à ne rien désirer, car il consiste à être libre.",1284.wav
1285,Le bonheur est la réconciliation de la personne avec la beauté.,1285.wav
1286,"Le bonheur est en soi, chez soi, autour de soi, et au-dessous de soi.",1286.wav
1287,Le bonheur est comme un frêle voilier en pleine mer : il suffit d'un orage pour le détruire.,1287.wav
1288,"Le bonheur aurait plus de succès, s'il n'avait pas les gens heureux pour le présenter.",1288.wav
1289,La vie est un bonheur fugace mais profond.,1289.wav
1290,"Le bonheur ne se consomme pas, il se fabrique.",1290.wav
1291,"On devrait interdire l'alcool aux angoissés, ce sont des proies faciles : ils ont la faiblesse de croire, l'espace d'un soir, qu'ils ont droit à leur part de bonheur.",1291.wav
1292,"Le bonheur, c'est tout ce qui arrive entre deux emmerdements.",1292.wav
1293,En quoi le bonheur peut-il bien consister sinon à n'être pas trop malheureux entre des malheurs !,1293.wav
1294,"Le bonheur va avec le malheur, la joie va avec la peine.",1294.wav
1295,"Le bonheur est l'absence des peines, comme la santé est l'absence des maladies.",1295.wav
1296,"Le bonheur ? C'est vivre dans la réalité, ne pas porter de masque.",1296.wav
1297,"Vous imaginez le bonheur absolu possible, c'est le néant que vous désirez.",1297.wav
1298,Celui qui dit que le bonheur ne s'achète pas a oublié qu'il y a les petits chiots.,1298.wav
1299,"De deux choses, l’une est plus nécessaire que l’autre.",1299.wav
1300,La chance est bien souvent un hasard qui se provoque.,1300.wav
1301,"Veux-tu apprendre à bien vivre, apprends auparavant à bien mourir.",1301.wav
1302,Quiconque a entendu les cris d’un animal qu’on tue ne peut plus jamais manger de sa chair.,1302.wav
1303,"Dans tous les actes, prend conscience de l’instant présent, oublie le poids du passé et la crainte de l’avenir. Évite les questions, les hésitations, les incertitudes. Si tu entends être heureux, sois présent à toi-même, en accord avec le monde qui t’entoure, dans une communion amoureuse et fervente de l’instant, sans perdre ta lucidité.",1303.wav
1304,"Il n’y a pas de réalité dans l’ignorance, il n’y a que des vérités soutenues par une foi indéfectible.",1304.wav
1305,"Sitôt que ses facultés virtuelles se mettent en action, l’imagination, la plus active de toutes, s’éveille et les devance. C’est l’imagination qui étend pour nous la mesure des possibles, soit en bien, soit en mal, et qui, par conséquent, excite et nourrit les désirs par l’espoir de les satisfaire. Le monde réel a ses bornes, le monde imaginaire est infini ; ne pouvant élargir l’un, rétrécissons l’autre ; car c’est de leur seule différence que naissent toutes les peines qui nous rendent vraiment malheureux.",1305.wav
1306,La société de masse ne veut pas la culture mais les loisirs.,1306.wav
1307,"En tout être humain survient une vacillation d'un sexe à l'autre et, souvent, seuls les vêtements maintiennent l'apparence masculine ou féminine, tandis qu'en profondeur le sexe contredit totalement ce qui se laisse voir en surface.",1307.wav
1308,"La vérité est que je ne suis pas de ces gens qui trouvent leur satisfaction dans la possession d’un seul être, ni dans celle de l’infini. La chambre à coucher m’ennuie, mais le ciel aussi.",1308.wav
1309,"La seule vie qui soit passionnante est la vie imaginaire. Dès que les rouages commencent à tourner dans ma tête, je n'ai presque plus besoin d'argent, ni d’habits, ni même d'un buffet, d'un lit ou d'un canapé.",1309.wav
1310,"Nous sommes tous des rêveurs. Heureusement, les rêves deviennent parfois réalité.",1310.wav
1311,"Des pieds, pour quoi ai-je besoin d’eux quand j’ai des ailes pour voler ?",1311.wav
1312,"Tout comme l'Ours, nous savons que nous pouvons aller puiser dans nos forces pour surmonter des situations difficiles, quand nous en avons besoin.",1312.wav
1313,"Les humains ont toujours excellé à inventer des outils, beaucoup moins à en faire un usage avisé.",1313.wav
1314,"A la première coupe, l’homme boit le vin ; à la deuxième coupe, le vin boit le vin ; à la troisième coupe, le vin boit l’homme.",1314.wav
1315,La vraie sagesse se trouve loin des gens dans la grande solitude.,1315.wav
1316,Ne dégaine pas une épée pour tuer un moustique.,1316.wav
1317,"Si tu es au fond du gouffre, ouvre bien les yeux, un dauphin s'y trouve aussi qui peut te conduire vers la lumière.",1317.wav
1318,On ne se lasse pas de l'arc parce qu'on est revenu bredouille de la chasse.,1318.wav
1319,"Chaque fois qu'un vieillard meurt, c'est une bibliothèque qui brûle.",1319.wav
1320,"Si la personne partie puiser l'eau n'est pas de retour, c'est que les calebasses ne sont pas encore remplies.",1320.wav
1321,"Quand vous prenez conscience que rien ne vous manque, le monde entier vous appartient.",1321.wav
1322,"Lorsque vous prenez conscience de votre source, vous devenez naturellement tolérant, aimable et enjoué.",1322.wav
1323,"Si tu es déprimé, tu vis dans le passé. Si tu es anxieux, tu vis dans le futur. Si tu es en paix, tu vis dans le présent.",1323.wav
1324,Le sage se garde d’amasser. Plus il vit pour les autres et plus il s’enrichit plus il dispense aux autres et plus il est comblé.,1324.wav
1325,"Accepter et pardonner, c’est se réconcilier avec soi-même, se donner de l’amour pour être en paix et retrouver la joie de vivre l’instant présent.",1325.wav
1326,"Pour avoir de la connaissance, ajouter des choses chaque jour. Pour avoir de la sagesse, enlever des choses chaque jour.",1326.wav
1327,"L'amour, c'est comme un verre d'eau, quand tu crois qu'il est fini, il reste toujours une goutte au fond.",1327.wav
1328,Dans chaque enfant il y a un artiste. Le problème est de savoir comment rester un artiste en grandissant.,1328.wav
1329,La plupart des gens ne réalisent pas ce qu’ils ont parce qu’ils sont trop occupés à regarder ce qu’ils n’ont pas.,1329.wav
1330,"L'amitié c'est comme le ciment armé, on ne sait pas très bien comment ça vieillit.",1330.wav
1331,"On ne meurt pas d'amour. Quelquefois, on meurt de l'amour de l'autre, quand il achète un revolver - mais quand on ne voit pas les gens, on les oublie.",1331.wav
1332,"Il est possible de vivre sans se souvenir et de vivre heureux, comme le démontre l'animal, mais il est impossible de vivre sans oublier.",1332.wav
1333,L’âge adulte dépose un voile de tendresse sur les pires hontes de la jeunesse.,1333.wav
1334,Le cœur a ses raisons que la raison ignore.,1334.wav
1335,Les passions ne sont en elles-mêmes ni bonnes ni mauvaises.,1335.wav
1336,"L’art, c’est l’humain ajouté à la nature.",1336.wav
1337,Le désir est l’appétit accompagné de la conscience de lui-même.,1337.wav
1338,Le bonheur est un mot abstrait composé de quelques idées de plaisir.,1338.wav
1339,"La chance ou le bonheur se transforment en culpabilité, entraînant dans leur sillage tout ce qui est positif.",1339.wav
1340,"Emploie bien le temps de ta jeunesse, c'est sur quoi repose ton bonheur futur.",1340.wav
1341,Il y a dans tous les succès humains une part mal définie de bonheur.,1341.wav
1342,"Le bonheur n'est pas un luxe, il est en nous contre nous-mêmes.",1342.wav
1343,"Le bonheur humain est toujours fugace. On espère toujours des choses qui ne se produisent jamais ; si elles se produisent, elles nous déçoivent.",1343.wav
1344,L'avenir est liquide. Le passé est solide. Le chagrin est une carpe. Le bonheur une anguille.,1344.wav
1345,Le bonheur n'attire pas la sympathie.,1345.wav
1346,"Le bonheur, c'est comme la mort, il faut y être passé pour en parler.",1346.wav
1347,"L'alcool décape la petite couche de bonheur peinturluré pour découvrir la patine d'un matériau doux, uni, pâle comme la tristesse.",1347.wav
1348,"Le luxe et l'éclat de la fleur affirment que le bonheur est au bout de la passion satisfaite ; son affaiblissement et ses pâles couleurs, que la souffrance est au bout de la passion comprimée.",1348.wav
1349,Ne peut rien pour le bonheur d'autrui celui qui ne sait être heureux lui-même.,1349.wav
1350,"La mélancolie, c'est le bonheur d'être triste.",1350.wav
1351,Le bonheur tue et le chagrin laisse vivre.,1351.wav
1352,"Quand on n'est pas assez fortuné pour se payer le bonheur, il ne faut pas s'en approcher de trop près et le regarder…",1352.wav
1353,"Les heures de bonheur, on les a pour la vie, mais les heures perdues ne se rattrapent jamais.",1353.wav
1354,"Ne désirez rien du passé. Ne comptez plus sur l'avenir. Contentez-vous du présent. Pour être heureux, il faut renoncer au bonheur.",1354.wav
1355,"Sans les photos de vacances, on ne pourrait jamais prouver qu'on a été heureux.",1355.wav
1356,"Le bonheur ça se crie, la tristesse ça s'écrit.",1356.wav
1357,Le bonheur est une fleur qu'il ne faut pas cueillir.,1357.wav
1358,"Le bonheur est une sensation, ou quelque chose qui vient du ciel, pas une façon d'être. Ça monte et ça descend, ça descend et ça monte, et parfois ça fait des bleus.",1358.wav
1359,"Il y a dans la vie des secrets qu'on doit taire même à soi-même, la reconstruction d'un nouveau bonheur en dépend.",1359.wav
1360,Tous ceux qui respirent le bonheur doivent un jour ou l'autre l'expirer.,1360.wav
1361,Il n'est pire douleur que le souvenir du bonheur au temps de l'infortune.,1361.wav
1362,On ne devrait vivre que pour le plaisir. Rien ne vieillit comme le bonheur.,1362.wav
1363,"Le bonheur, c'est d'être consolé ; le courage, c'est d'être résigné.",1363.wav
1364,"Le bonheur est futur et la joie est toujours actuelle, dans la présence sereine. Le malheur, c'est le passé.",1364.wav
1365,Le bonheur est la seule chose qui nous appartienne.,1365.wav
1366,Rien n'empêche le bonheur comme le souvenir du bonheur.,1366.wav
1367,"Seuls le bonheur et le malheur extrêmes semblent donner quelque prix à l'existence, c'est de toute façon les seuls souvenirs qui restent à la surface après le brassage des ans.",1367.wav
1368,Chaque époque laisse plus de traces de ses souffrances que de son bonheur : ce sont les infortunes qui font l'histoire.,1368.wav
1369,Il n'est pas certain que le bonheur survenu trop tard soit tout à fait le même que celui dont le manque nous rendait jadis si malheureux.,1369.wav
